0,ar,1,2,1,0,1,0,14
0,ma,1,1,1,1,0,1,13
0,vi,1,1,3,0,2,2,12
0,rum,1,2,5,1,1,3,11
0,que,1,1,2,2,0,4,10
0,ca,1,1,1,0,1,5,9
0,no,1,1.5,4,1,0,6,8
0,tro,1,1,4,0,1,7,7
0,jae,2,1,7,1,0,8,6
0,qui,1,1.5,3,0,0,9,5
0,pri,1,1,3,0,1,10,4
0,mus,1,1,5,1,0,11,3
0,ab,1,1,1,0,0,12,2
0,o,1,1,4,0,1,13,1
0,ris,1,1,3,1,0,14,0
1,i,1,1,3,0,3,0,14
1,ta,1,1,1,1,2,1,13
1,li,1,0,3,2,1,2,12
1,am,1,2,1,3,0,3,11
1,fa,1,1,1,0,1,4,10
1,to,1,1.5,4,1,0,5,9
1,pro,1,1,4,0,2,6,8
1,fu,1,2,5,1,1,7,7
1,gus,0,1,0,2,0,8,6
1,la,1,1,1,0,3,9,5
1,vin,1,2,3,1,2,10,4
1,ja,1,1,1,2,1,11,3
1,que,1,1,2,3,0,12,2
1,ve,1,1,2,0,1,13,1
1,nit,1,1,3,1,0,14,0
2,li,1,1,3,0,2,0,15
2,to,1,1,4,1,1,1,14
2,ra,1,1,1,2,0,2,13
2,mul,1,2,5,0,1,3,12
2,tum,0,0,5,1,0,4,11
2,il,1,2,3,0,1,5,10
2,le,0,0,2,1,0,6,9
2,et,1,2,2,0,0,7,8
2,ter,1,2,2,0,1,8,7
2,ris,1,2,3,1,0,9,6
2,jac,1,2,1,0,2,10,5
2,ta,1,1,1,1,1,11,4
2,tus,1,1,5,2,0,12,3
2,et,1,1,2,0,0,13,2
2,al,1,2,1,0,1,14,1
2,to,1,0,4,1,0,15,0
3,vi,1,1,3,0,0,0,14
3,su,1,1,5,0,2,1,13
3,pe,1,1,2,1,1,2,12
3,rum,1,2,5,2,0,3,11
3,sae,2,1,7,0,1,4,10
3,vae,2,1,7,1,0,5,9
3,me,1,1,2,0,2,6,8
3,mo,1,1,4,1,1,7,7
3,rem,1,2,2,2,0,8,6
3,ju,1,1,5,0,2,9,5
3,no,1,1,4,1,1,10,4
3,nis,1,1,3,2,0,11,3
3,ob,1,1,4,0,0,12,2
3,i,1,1,3,0,1,13,1
3,ram,1,1,1,1,0,14,0
4,mul,1,2,5,0,1,0,14
4,ta,1,1,1,1,0,1,13
4,quo,1,1,4,0,1,2,12
4,que,0,0,2,1,0,3,11
4,et,1,2,2,0,0,4,10
4,bel,1,2,2,0,1,5,9
4,lo,1,1,4,1,0,6,8
4,pas,1,2,1,0,1,7,7
4,sus,1,2,5,1,0,8,6
4,dum,1,2,5,0,0,9,5
4,con,1,2,4,0,2,10,4
4,de,1,1,2,1,1,11,3
4,ret,1,1,2,2,0,12,2
4,ur,1,2,5,0,1,13,1
4,bem,1,1,2,1,0,14,0
5,in,1,2,3,0,3,0,15
5,fer,1,2,2,1,2,1,14
5,ret,1,2,2,2,1,2,13
5,que,1,1,2,3,0,3,12
5,de,1,0,2,0,1,4,11
5,os,1,2,4,1,0,5,10
5,la,1,1,1,0,2,6,9
5,ti,1,0,3,1,1,7,8
5,o,1,1,4,2,0,8,7
5,ge,1,1,2,0,1,9,6
5,nus,1,1,5,1,0,10,5
5,un,1,2,5,0,1,11,4
5,de,1,1,2,1,0,12,3
5,la,1,1,1,0,2,13,2
5,ti,1,1,3,1,1,14,1
5,num,1,1,5,2,0,15,0
6,al,1,2,1,0,3,0,14
6,ba,1,1,1,1,2,1,13
6,ni,1,1,3,2,1,2,12
6,que,1,1,2,3,0,3,11
6,pat,1,1.5,1,0,1,4,10
6,res,1,1,2,1,0,5,9
6,at,1,2,1,0,1,6,8
6,que,0,0,2,1,0,7,7
6,al,1,2,1,0,1,8,6
6,tae,2,1,7,1,0,9,5
6,moe,2,1,8,0,2,10,4
6,ni,1,0,3,1,1,11,3
6,a,1,1,1,2,0,12,2
6,ro,1,1,4,0,1,13,1
6,mae,2,0,7,1,0,14,0
7,mu,1,1,5,0,1,0,14
7,sa,1,1,1,1,0,1,13
7,mi,1,0,3,0,1,2,12
7,hi,1,1,3,1,0,3,11
7,cau,2,1,9,0,1,4,10
7,sas,1,2,1,1,0,5,9
7,me,1,1,2,0,2,6,8
7,mo,1,1,4,1,1,7,7
7,ra,1,1,1,2,0,8,6
7,quo,1,1,4,0,0,9,5
7,nu,1,1,5,0,2,10,4
7,mi,1,1,3,1,1,11,3
7,ne,1,1,2,2,0,12,2
7,lae,2,1,7,0,1,13,1
7,so,1,0,4,1,0,14,0
8,quid,1,2,3,0,1,0,14
8,ve,1,1,2,1,0,1,13
8,do,1,1,4,0,1,2,12
8,lens,1,3,2,1,0,3,11
8,re,1,1,2,0,2,4,10
8,gi,1,1,3,1,1,5,9
8,na,1,1,1,2,0,6,8
8,de,1,0,2,0,1,7,7
8, um,1,2,5,1,0,8,6
8,tot,1,2,4,0,0,9,5
8,vol,1,2,4,0,2,10,4
8,ve,1,1,2,1,1,11,3
8,re,1,1,2,2,0,12,2
8,ca,1,1,1,0,1,13,1
8,sus,1,1,5,1,0,14,0
9,in,1,2,3,0,2,0,15
9,sig,1,2,3,1,1,1,14
9,nem,1,2,2,2,0,2,13
9,pi,1,0,3,0,3,3,12
9,e,1,1,2,1,2,4,11
9,ta,1,1,1,2,1,5,10
9,te,1,1,2,3,0,6,9
9,vi,1,1,3,0,1,7,8
9,rum,1,2,5,1,0,8,7
9,tot,1,1,4,0,0,9,6
9,a,1,1,1,0,2,10,5
9,di,1,1,3,1,1,11,4
9,re,1,1,2,2,0,12,3
9,la,1,1,1,0,2,13,2
9,bo,1,1,4,1,1,14,1
9,res,1,1,2,2,0,15,0
10,im,1,2,3,0,3,0,15
10,pu,1,1,5,1,2,1,14
10,le,1,1,2,2,1,2,13
10,rit,1,2,3,3,0,3,12
10,tan,1,2,1,0,2,4,11
10,tae,2,1,7,1,1,5,10
10,ne,0,0,2,2,0,6,9
10,a,1,1,1,0,2,7,8
10,ni,1,1,3,1,1,8,7
