1,1.txt,10.818181818181818
2,2.txt,11.0
3,3.txt,11.0
4,4.txt,12.0
5,5.txt,11.0
6,6.txt,10.941176470588236
7,7.txt,11.0
8,8.txt,12.0
9,9.txt,11.0
10,10.txt,10.882352941176471
11,11.txt,9.583333333333334
12,12.txt,10.941176470588236
13,13.txt,11.071428571428571
14,14.txt,10.869565217391305
15,15.txt,10.947368421052632
16,16.txt,10.785714285714286
17,17.txt,7.519230769230769
21,21.txt,11.0
22,22.txt,11.952380952380953
23,23.txt,10.962962962962964
24,24.txt,11.0
25,25.txt,14.846153846153847
26,26.txt,11.4
27,27.txt,11.0
28,28.txt,10.933333333333334
29,29.txt,12.0
30,30.txt,16.0
31,31.txt,12.0
32,32.txt,10.909090909090908
33,33.txt,11.0
34,34.txt,7.833333333333333
35,35.txt,10.88888888888889
36,36.txt,11.2
37,37.txt,12.0
38,38.txt,10.875
39,39.txt,12.0
40,40.txt,10.75
41,41.txt,11.0
42,42.txt,11.0
43,43.txt,11.0
44,44.txt,11.904761904761905
45,45.txt,11.038461538461538
46,46.txt,11.0
47,47.txt,10.857142857142858
48,48.txt,11.0
49,49.txt,10.714285714285714
50,50.txt,10.904761904761905
51,51.txt,9.4375
52,52.txt,12.0
53,53.txt,10.8
54,54.txt,10.714285714285714
55,55.txt,10.478260869565217
56,56.txt,11.142857142857142
57,57.txt,11.0
58,58.txt,11.0
59,59.txt,12.2
60,60.txt,12.2
61,61.txt,7.919148936170213
62,62.txt,14.621621621621621
63,63.txt,7.903743315508021
64,64.txt,14.338235294117647
65,65.txt,13.291666666666666
66,66.txt,13.574468085106384
67,67.txt,13.604166666666666
68,68.txt,13.648148148148149
69,69.txt,13.6
70,70.txt,14.0
71,71.txt,14.166666666666666
72,72.txt,13.375
73,73.txt,14.5
74,74.txt,14.0
75,75.txt,14.5
76,76.txt,13.692307692307692
77,77.txt,13.333333333333334
78,78.txt,14.166666666666666
79,79.txt,13.25
80,80.txt,13.125
81,81.txt,13.666666666666666
82,82.txt,13.75
83,83.txt,13.5
84,84.txt,13.833333333333334
85,85.txt,14.5
86,86.txt,13.333333333333334
87,87.txt,14.0
88,88.txt,13.625
89,89.txt,13.833333333333334
90,90.txt,13.5
91,91.txt,13.3
92,92.txt,14.25
93,93.txt,14.0
94,94.txt,13.0
95,95.txt,14.1
96,96.txt,13.333333333333334
97,97.txt,13.333333333333334
98,98.txt,13.0
99,99.txt,13.125
100,100.txt,13.25
101,101.txt,13.6
102,102.txt,13.5
103,103.txt,13.0
104,104.txt,14.0
105,105.txt,12.0
106,106.txt,13.5
107,107.txt,13.125
108,108.txt,14.166666666666666
109,109.txt,13.333333333333334
110,110.txt,13.625
111,111.txt,13.0
112,112.txt,13.5
113,113.txt,13.25
114,114.txt,12.833333333333334
115,115.txt,13.5
116,116.txt,13.25
