95,na,1,0,1,1,1,9,7
95,um,1,2,5,2,0,10,6
95,for,1,2,4,0,3,11,5
95,tis,1,2,3,1,2,12,4
95,si,1,1,3,2,1,13,3
95,me,1,1,2,3,0,14,2
95,gen,1,2,2,0,1,15,1
95,tis,1,1,3,1,0,16,0
96,tu,1,1,5,0,2,0,14
96,di,1,1,3,1,1,1,13
96,de,1,1,2,2,0,2,12
96,me,1,1,2,0,1,3,11
96,ne,0,0,2,1,0,4,10
96,i,1,1,3,0,3,5,9
96,li,1,0,3,1,2,6,8
96,a,1,1,1,2,1,7,7
96,cis,1,1,3,3,0,8,6
96,oc,1,2,4,0,3,9,5
96,cum,1,2,5,1,2,10,4
96,be,1,1,2,2,1,11,3
96,re,1,1,2,3,0,12,2
96,cam,1,2,1,0,1,13,1
96,pis,1,1,3,1,0,14,0
97,non,1,2,4,0,0,0,17
97,po,1,1,4,0,3,1,16
97,tu,1,0,5,1,2,2,15
97,is,1,2,3,2,1,3,14
97,se,1,1,2,3,0,4,13
97,tu,1,0,5,0,2,5,12
97,a,1,1,1,1,1,6,11
97,que,0,0,2,2,0,7,10
97,a,1,1,1,0,2,8,9
97,ni,1,1,3,1,1,9,8
97,mam,0,0,1,2,0,10,7
97,hanc,1,2,1,0,0,11,6
97,ef,1,2,2,0,3,12,5
97,fun,1,2,5,1,2,13,4
97,de,1,1,2,2,1,14,3
97,re,1,1,2,3,0,15,2
97,dext,1,3.5,2,0,1,16,1
97,ra,1,0,1,1,0,17,0
98,sae,2,1,7,0,1,0,17
98,vus,1,1,5,1,0,1,16
98,u,1,1,5,0,1,2,15
98,bi,0,0,3,1,0,3,14
98,ae,2,0,7,0,3,4,13
98,a,1,1,1,1,2,5,12
98,ci,1,1,3,2,1,6,11
98,dae,2,1,7,3,0,7,10
98,te,1,1,2,0,1,8,9
98,lo,1,1,4,1,0,9,8
98,ja,1,1,1,0,1,10,7
98,cet,1,1,2,1,0,11,6
98,hec,1,2,2,0,1,12,5
98,tor,1,1,4,1,0,13,4
98,u,1,1,5,0,1,14,3
98,bi,0,0,3,1,0,15,2
98,in,1,2,3,0,1,16,1
98,gens,1,2,2,1,0,17,0
99,sar,1,2,1,0,2,0,14
99,pe,1,1,2,1,1,1,13
99,don,1,1,4,2,0,2,12
99,u,1,1,5,0,1,3,11
99,bi,1,1,3,1,0,4,10
99,tot,1,2,4,0,0,5,9
99,si,1,1,3,0,2,6,8
99,mo,1,0,4,1,1,7,7
99,is,1,2,3,2,0,8,6
99,cor,1,2,4,0,2,9,5
99,rep,1,2,2,1,1,10,4
99,ta,1,1,1,2,0,11,3
99,sub,1,1,5,0,0,12,2
99,un,1,2,5,0,1,13,1
99,dis,1,1,3,1,0,14,0
