pit,1,1,3,2,0,15,0
et,1,2,2,0,0,0,14
nunc,1,2,5,0,0,1,13
il,1,2,3,0,1,2,12
le,1,1,2,1,0,3,11
pa,1,1,1,0,1,4,10
ris,1,2,3,1,0,5,9
cum,1,2,5,0,0,6,8
se,1,1,2,0,3,7,7
mi,1,1,3,1,2,8,6
vi,1,1,3,2,1,9,5
ro,1,1,4,3,0,10,4
co,1,1,4,0,3,11,3
mi,1,1,3,1,2,12,2
ta,1,1,1,2,1,13,1
tu,1,0,5,3,0,14,0
mae,2,0,7,0,3,0,13
o,1,1,4,1,2,1,12
ni,1,0,3,2,1,2,11
a,1,1,1,3,0,3,10
men,1,2,2,0,1,4,9
tum,1,2,5,1,0,5,8
mit,1,1.5,3,0,1,6,7
ra,1,1.5,1,1,0,7,6
cri,1,1,3,0,2,8,5
nem,1,2,2,1,1,9,4
que,1,1,2,2,0,10,3
ma,1,1,1,0,2,11,2
den,1,2,2,1,1,12,1
tem,1,1,2,2,0,13,0
sub,1,2,5,0,2,0,13
ne,1,2,2,1,1,1,12
xus,1,2,5,2,0,2,11
rap,1,2,1,0,1,3,10
to,1,1,4,1,0,4,9
po,1,1,4,0,2,5,8
ti,1,1,3,1,1,6,7
tur,1,2,5,2,0,7,6
nos,1,2,4,0,0,8,5
mu,1,1,5,0,2,9,4
ne,1,1,2,1,1,10,3
ra,1,1,1,2,0,11,2
temp,1,2.5,2,0,1,12,1
lis,1,1,3,1,0,13,0
quip,1,2,3,0,1,0,15
pe,1,1,2,1,0,1,14
tu,1,0,5,0,1,2,13
is,1,2,3,1,0,3,12
fe,1,1,2,0,2,4,11
ri,1,1,3,1,1,5,10
mus,1,2,5,2,0,6,9
fa,1,1,1,0,2,7,8
mam,1,2,1,1,1,8,7
que,1,1,2,2,0,9,6
fo,1,1,4,0,2,10,5
ve,1,1,2,1,1,11,4
mus,1,1,5,2,0,12,3
i,1,1,3,0,2,13,2
na,1,1,1,1,1,14,1
nem,1,1,2,2,0,15,0
