1,1.txt,10.818181818181818,3.090909090909091
2,2.txt,11.0,3.6923076923076925
3,3.txt,10.944444444444445,4.555555555555555
4,4.txt,12.037037037037036,3.740740740740741
5,5.txt,11.461538461538462,4.076923076923077
6,6.txt,10.941176470588236,3.5294117647058822
7,7.txt,11.0,4.166666666666667
8,8.txt,12.052631578947368,4.368421052631579
9,9.txt,11.090909090909092,3.3636363636363638
10,10.txt,11.0,4.264705882352941
11,11.txt,9.666666666666666,4.041666666666667
12,12.txt,11.058823529411764,3.9411764705882355
13,13.txt,11.0,4.142857142857143
14,14.txt,10.956521739130435,3.8260869565217392
15,15.txt,11.0,3.8947368421052633
16,16.txt,10.928571428571429,3.642857142857143
17,17.txt,7.5576923076923075,2.326923076923077
21,21.txt,11.0,3.3846153846153846
22,22.txt,12.0,5.238095238095238
23,23.txt,11.0,3.8518518518518516
24,24.txt,11.1,4.4
25,25.txt,15.0,5.230769230769231
26,26.txt,11.4,3.8
27,27.txt,11.0,3.5714285714285716
28,28.txt,11.0,3.7333333333333334
29,29.txt,12.083333333333334,3.875
30,30.txt,16.166666666666668,5.416666666666667
31,31.txt,12.0,4.785714285714286
32,32.txt,11.090909090909092,3.1818181818181817
33,33.txt,11.0,3.25
34,34.txt,7.833333333333333,2.25
35,35.txt,10.944444444444445,3.3333333333333335
36,36.txt,11.2,3.75
37,37.txt,12.0,4.3
38,38.txt,11.0,3.375
39,39.txt,12.047619047619047,5.0
40,40.txt,10.875,3.875
41,41.txt,11.0,2.625
42,42.txt,11.0,3.5
43,43.txt,11.0,3.875
44,44.txt,12.0,5.0476190476190474
45,45.txt,11.076923076923077,3.8461538461538463
46,46.txt,11.0,4.2727272727272725
47,47.txt,11.0,3.857142857142857
48,48.txt,11.0,3.8333333333333335
49,49.txt,10.714285714285714,4.285714285714286
50,50.txt,10.952380952380953,3.8095238095238093
51,51.txt,9.4375,3.4375
52,52.txt,12.0,3.5
53,53.txt,11.0,3.2
54,54.txt,10.857142857142858,3.0
55,55.txt,10.521739130434783,4.391304347826087
56,56.txt,11.142857142857142,3.4285714285714284
57,57.txt,11.0,4.1
58,58.txt,11.0,4.2
59,59.txt,12.2,3.8
60,60.txt,12.2,5.6
61,61.txt,7.948936170212766,2.1404255319148935
62,62.txt,14.58108108108108,5.6891891891891895
63,63.txt,7.935828877005347,1.641711229946524
64,64.txt,14.419117647058824,5.897058823529412
65,65.txt,13.333333333333334,4.958333333333333
66,66.txt,13.638297872340425,4.76595744680851
67,67.txt,13.583333333333334,4.791666666666667
68,68.txt,13.691358024691358,4.777777777777778
69,69.txt,13.6,4.6
70,70.txt,14.0,4.5
71,71.txt,14.166666666666666,4.666666666666667
72,72.txt,13.375,4.5
73,73.txt,14.5,4.833333333333333
74,74.txt,14.0,6.5
75,75.txt,14.5,4.5
76,76.txt,13.73076923076923,4.8076923076923075
77,77.txt,13.833333333333334,4.166666666666667
78,78.txt,14.166666666666666,6.0
79,79.txt,13.25,5.75
80,80.txt,13.25,4.125
81,81.txt,13.666666666666666,5.166666666666667
82,82.txt,14.0,3.75
83,83.txt,13.5,5.333333333333333
84,84.txt,13.916666666666666,5.0
85,85.txt,14.5,4.0
86,86.txt,13.333333333333334,6.333333333333333
87,87.txt,14.0,4.75
88,88.txt,13.625,5.5
89,89.txt,13.833333333333334,6.0
90,90.txt,13.5,5.5
91,91.txt,13.4,5.5
92,92.txt,14.25,4.5
93,93.txt,14.0,5.0
94,94.txt,13.0,6.0
95,95.txt,14.3,5.2
96,96.txt,13.333333333333334,4.5
97,97.txt,13.416666666666666,5.25
98,98.txt,13.0,4.833333333333333
99,99.txt,13.1875,5.5
100,100.txt,13.375,4.875
101,101.txt,13.6,5.1
102,102.txt,13.75,5.25
103,103.txt,13.25,5.5
104,104.txt,14.0,4.5
105,105.txt,13.0,6.0
106,106.txt,13.5,5.0
107,107.txt,13.125,4.625
108,108.txt,14.166666666666666,4.0
109,109.txt,13.333333333333334,5.0
110,110.txt,13.625,6.0
111,111.txt,13.25,6.5
112,112.txt,13.5,5.0
113,113.txt,13.5,4.75
114,114.txt,12.833333333333334,5.5
115,115.txt,13.5,5.375
116,116.txt,13.5,4.875
