1,14,0,0,0,0,0,2,2,2,0,2,0,0,0,0
2,13,0,2,0,2,0,2,0,0,0,2,0,0,0
3,15,0,0,2,0,0,2,0,0,0,2,2,0,0,2,0
4,13,0,0,0,2,0,2,2,0,0,2,0,0,0
5,15,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0
6,12,2,0,2,0,0,2,0,0,2,0,0,0
7,14,2,0,0,0,2,2,0,2,2,2,0,0,2,0
8,13,0,0,2,2,0,2,2,0,0,0,0,0,0
9,15,2,0,0,2,2,0,2,0,0,0,2,0,0,2,0
10,12,2,2,2,0,0,0,0,0,2,0,0,0
11,13,2,0,2,2,2,0,2,2,2,0,0,0,0
12,12,2,0,0,0,2,2,0,0,2,0,0,0
