1,14,2,0,0,2,2,0,0,2,0,0,0,0,0,0
2,12,0,0,2,2,0,0,0,0,2,0,0,0
3,15,2,2,0,0,0,2,2,2,0,0,0,0,0,2,0
4,12,0,0,2,2,0,2,0,0,2,0,0,0
5,13,0,2,2,2,2,2,2,2,2,0,0,0,0
6,14,2,0,0,2,0,0,0,2,0,0,0,0,0,0
7,15,2,0,0,2,2,2,0,0,2,2,2,0,0,2,0
8,13,0,0,0,2,0,0,2,0,0,2,0,0,2
