1,15,2,0,0,2,0,0,2,2,2,0,0,0,0,0,0
2,12,0,0,2,0,0,2,0,0,0,0,0,2
3,15,2,0,0,0,2,0,0,0,2,2,2,0,0,2,0
4,14,2,0,0,0,0,0,2,2,0,0,2,0,0,2
