1,8,2,0,0,0,0,0,0,0
2,8,2,0,0,0,0,2,0,0
3,8,0,0,2,0,0,2,0,0
4,9,2,0,0,0,0,2,0,0,0
5,7,0,0,0,0,0,2,0
6,8,2,0,2,0,2,0,0,0
7,8,2,0,2,0,0,0,0,0
8,8,2,0,2,0,0,2,0,0
9,8,2,0,0,0,0,0,0,2
10,7,0,0,2,0,0,2,0
11,8,2,0,2,0,0,0,0,0
12,8,2,0,0,0,0,2,0,2
13,8,0,0,2,0,0,2,0,0
14,8,2,0,2,0,0,2,0,0
15,7,0,0,2,0,0,2,0
16,8,2,0,0,0,0,2,0,0
17,8,0,0,0,0,0,2,0,2
18,8,0,0,2,0,0,2,0,0
19,8,0,0,2,0,0,2,0,0
20,7,0,0,0,0,0,2,0
21,8,0,0,2,0,0,0,0,2
22,8,2,0,0,0,0,0,0,0
23,8,0,0,0,0,0,2,0,2
24,8,0,0,2,0,0,2,0,0
25,7,0,0,2,0,0,0,0
26,8,0,0,0,0,0,2,0,2
27,8,2,0,2,0,0,2,0,2
28,8,0,0,0,0,0,2,0,0
29,8,2,0,2,0,0,2,0,0
30,7,0,0,2,0,0,2,0
31,8,2,0,2,0,0,2,0,0
32,8,2,0,2,0,0,2,0,0
33,8,2,0,0,0,0,2,0,2
34,8,2,0,2,0,0,0,0,0
35,7,2,0,2,0,0,2,2
36,8,2,0,2,0,0,2,0,2
37,8,2,0,2,0,0,2,0,0
38,8,2,0,0,0,0,2,0,0
39,9,0,0,0,0,0,2,0,0,0
40,7,0,0,0,0,0,2,0
41,8,0,0,2,0,0,2,0,2
42,8,0,0,0,0,0,2,0,0
43,8,0,0,0,0,0,2,0,0
44,8,2,0,2,0,0,2,0,0
45,7,2,0,0,0,0,0,0
46,8,2,0,2,0,0,2,0,0
47,8,2,0,2,0,0,2,0,0
48,8,2,0,2,0,0,2,0,0
49,9,2,0,0,0,0,2,0,0,0
50,7,0,0,0,0,0,2,0
51,8,0,0,2,0,0,2,0,2
52,8,2,0,2,0,0,2,0,0
53,8,0,0,0,0,0,2,0,0
54,8,0,0,2,0,0,0,0,0
55,7,2,0,2,0,0,0,0
56,8,0,0,0,0,0,2,0,0
57,8,0,0,2,0,0,2,0,0
58,8,0,0,0,0,0,0,2,0
59,9,0,0,0,0,0,2,0,0,0
60,7,0,0,0,0,0,2,0
61,8,2,0,2,0,0,0,0,0
62,8,0,0,2,0,0,2,0,0
63,8,2,0,0,0,0,2,0,2
64,8,0,0,2,0,0,2,0,0
65,7,2,0,0,0,0,2,0
66,8,2,0,2,0,0,0,0,0
67,8,0,0,2,0,0,2,0,2
68,8,2,0,0,0,0,2,0,2
69,8,0,0,2,0,0,2,0,0
70,7,2,0,0,0,0,2,0
71,8,2,0,2,0,0,2,0,0
72,8,2,0,2,0,0,2,0,0
73,8,2,0,0,0,0,2,0,0
74,8,0,0,2,0,0,2,0,0
75,7,2,0,0,0,0,2,0
76,8,2,0,2,0,0,0,0,2
77,8,2,0,2,0,0,2,0,0
78,8,2,0,2,0,0,2,0,0
79,8,2,0,0,0,0,2,0,0
80,7,0,0,2,0,0,2,0
81,8,0,0,2,0,0,2,0,0
82,9,2,0,2,0,0,0,0,0,0
83,8,2,0,2,0,0,2,0,0
84,8,2,0,2,0,0,2,0,2
85,7,2,0,0,0,0,2,2
86,9,0,0,0,0,0,2,0,0,2
87,9,2,0,0,0,0,0,0,0,2
88,8,0,0,0,0,0,2,0,0
89,8,0,0,0,0,0,0,0,0
90,7,0,0,2,0,0,2,0
91,8,0,0,2,0,0,0,0,0
92,8,0,0,2,0,0,2,0,0
93,8,0,2,0,0,0,2,0,0
94,8,2,0,0,0,0,2,0,0
95,7,0,0,2,0,0,2,0
96,8,0,0,2,0,0,2,0,0
97,8,2,0,0,0,0,2,0,0
98,8,2,0,2,0,0,2,0,0
99,8,2,0,2,0,0,2,0,0
100,7,0,0,2,0,0,2,0
101,8,2,0,2,0,0,2,0,0
102,8,0,0,2,0,0,2,0,0
103,8,0,0,2,0,0,2,0,2
104,8,0,0,2,0,0,2,0,0
105,7,0,0,0,0,0,2,0
106,8,2,0,2,0,0,2,0,0
107,8,0,0,2,0,0,2,0,0
108,8,2,0,0,0,0,2,0,0
109,8,2,2,2,0,0,2,0,0
110,7,0,0,2,0,0,2,0
111,8,0,0,0,0,0,2,0,0
112,8,2,0,0,0,0,2,0,0
113,8,2,0,2,0,0,0,0,0
114,8,2,0,2,0,0,2,0,0
115,7,2,0,0,0,0,2,0
116,8,2,0,0,0,0,2,0,0
117,8,2,0,2,0,0,2,0,0
118,8,2,0,2,0,0,0,0,0
119,8,2,0,2,0,0,2,0,0
120,7,0,0,2,0,0,2,0
121,8,2,0,0,0,0,0,0,0
122,9,2,0,2,0,0,0,0,0,0
123,8,0,0,2,0,0,2,0,0
124,9,0,0,0,0,0,0,2,0,0
125,8,0,0,0,0,0,0,2,0
126,8,0,0,0,0,0,2,0,2
127,8,2,2,0,0,0,0,0,0
128,8,2,0,2,0,0,2,0,0
129,8,0,2,2,0,0,2,0,2
130,7,2,0,0,0,0,0,0
131,8,0,0,2,0,0,0,0,2
132,8,2,0,0,0,0,2,0,0
133,8,0,2,0,0,0,2,0,0
134,8,2,2,0,0,0,2,0,0
135,7,2,0,0,0,0,2,0
136,8,2,0,2,0,0,0,0,2
137,8,2,0,0,0,0,2,0,0
138,8,2,0,2,0,0,0,0,0
139,8,2,0,2,0,0,0,0,0
140,7,2,0,0,0,0,2,0
141,8,0,0,2,0,0,0,0,0
142,9,2,2,0,0,0,2,0,0,0
143,8,2,0,0,0,0,2,0,0
144,9,0,0,0,0,0,0,2,0,0
145,8,0,0,0,0,0,0,2,0
146,8,0,0,2,0,0,2,0,2
147,9,0,0,2,0,0,2,0,0,0
148,8,2,0,0,0,0,2,0,2
149,9,0,0,0,0,0,0,2,0,0
150,8,0,0,0,0,0,0,2,0
151,8,2,0,0,0,0,2,0,0
152,8,2,0,2,0,0,0,0,0
153,8,0,0,0,0,0,2,0,0
154,9,0,0,0,0,0,0,2,0,0
155,8,0,0,0,0,0,0,2,0
156,8,2,0,0,0,0,2,0,2
157,8,2,0,0,0,0,0,0,0
158,8,2,0,0,0,0,2,0,0
159,9,0,0,0,0,0,0,2,0,0
160,8,0,0,0,0,0,0,2,0
161,8,2,0,2,0,0,2,0,2
162,8,0,0,2,0,0,0,0,0
163,8,2,0,2,0,0,2,0,0
164,9,0,0,0,0,0,0,2,0,0
165,8,0,0,0,0,0,0,2,0
166,8,2,0,0,0,0,2,0,0
167,8,0,0,2,0,0,2,0,0
168,8,0,0,2,0,0,0,0,0
169,9,0,0,0,0,0,0,2,0,0
170,8,0,0,0,0,0,0,2,0
171,8,2,0,2,0,0,2,0,2
172,8,2,0,2,0,0,2,0,0
173,8,0,0,2,0,0,2,0,0
174,9,0,0,0,0,0,0,2,0,0
175,8,0,0,0,0,0,0,2,0
176,8,2,0,2,0,0,2,0,0
177,8,2,0,0,0,0,2,0,0
178,8,2,0,2,0,0,0,0,0
179,9,0,0,0,0,0,0,2,0,0
180,8,0,0,0,0,0,0,2,0
181,8,2,0,2,0,0,2,0,0
182,8,2,2,0,0,0,2,0,2
183,8,2,0,0,0,0,2,0,0
184,9,0,0,0,0,0,0,2,0,0
185,8,0,0,0,0,0,0,2,0
186,8,2,0,2,0,0,2,0,0
187,8,2,0,2,0,0,0,0,2
188,8,2,0,0,0,0,2,0,0
