1,14,2,0,0,0,2,2,0,2,2,0,0,0,2,0
2,12,2,2,2,0,2,0,0,0,2,0,0,0
3,17,0,0,0,2,0,0,0,2,2,0,0,0,2,0,0,0,0
4,13,2,0,0,0,2,0,0,0,0,0,0,0,0
5,16,2,0,0,2,0,0,0,0,0,2,2,0,0,0,2,0
6,13,2,2,0,0,0,0,2,0,0,2,0,0,2
7,16,2,0,0,2,0,2,0,0,2,0,0,2,0,0,2,0
8,12,0,2,2,2,2,2,0,0,2,0,0,0
9,16,2,0,0,0,0,0,2,2,0,0,0,2,0,0,0,2
10,14,2,0,0,2,0,0,0,2,0,0,2,0,0,0
