1,16,2,0,2,0,0,2,0,0,0,2,2,0,0,0,0,0
2,16,2,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0
3,16,2,0,0,0,0,2,2,0,0,2,2,0,0,2,0,0
4,17,2,2,2,0,0,2,0,0,0,0,2,2,0,0,2,0,2
5,16,2,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0
6,18,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,2,0,0
7,16,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
8,16,2,0,2,0,0,0,2,0,0,0,2,0,0,0,0,2
9,16,0,2,2,0,0,2,2,0,0,2,2,0,0,2,0,0
10,15,2,0,2,0,0,2,2,0,0,0,2,0,2,0,0
11,16,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0
12,16,2,2,2,0,0,2,2,0,0,2,0,0,0,2,0,0
