1,14,0,2,0,0,2,0,0,0,0,2,0,0,2,0
2,13,2,0,0,0,0,0,2,0,0,2,0,0,0
3,14,0,0,0,2,2,0,0,2,2,2,0,0,2,0
4,12,0,2,2,0,0,2,0,0,2,0,0,0
5,14,2,0,0,2,2,2,0,0,2,2,0,0,2,0
6,12,2,2,2,2,0,2,0,0,0,0,0,0
7,14,0,0,0,2,0,2,0,0,0,0,0,0,0,0
8,14,2,0,0,2,0,0,2,0,0,0,2,0,0,0
9,16,0,0,0,2,0,0,0,0,0,2,2,0,0,0,2,0
10,13,2,0,0,2,2,2,0,0,0,2,0,0,0
11,14,2,2,0,0,0,2,2,0,0,0,0,0,2,0
12,13,0,2,2,0,0,0,2,0,0,0,0,0,0
13,15,0,0,2,0,0,0,0,0,0,2,2,0,0,2,0
14,12,2,2,2,0,2,2,0,0,2,0,0,2
15,14,0,2,2,0,0,2,0,0,0,0,0,0,2,0
16,13,2,0,0,2,0,2,2,0,0,2,0,0,0
17,13,0,2,2,0,0,2,2,2,0,0,0,0,0
18,13,2,0,0,2,0,2,0,0,0,0,0,0,0
19,14,0,0,0,2,2,0,2,2,2,0,0,0,0,0
20,12,2,2,0,2,2,2,0,0,2,0,0,0
21,15,2,0,0,2,0,0,0,2,2,2,0,0,0,0,0
22,13,2,2,0,0,0,2,2,0,0,2,0,0,0
23,15,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0
24,14,0,0,0,2,0,0,2,2,0,0,2,0,0,0
25,15,0,0,0,2,0,0,2,2,2,0,0,0,0,0,0
26,14,2,0,0,2,0,0,0,0,0,0,0,0,0,0
27,14,2,2,2,2,2,0,0,2,2,0,0,0,2,0
28,12,2,2,2,0,2,2,0,0,2,0,0,0
29,15,0,0,0,2,2,2,0,0,0,0,0,0,0,2,0
30,13,2,0,0,0,0,0,2,0,0,2,0,0,0
31,15,2,0,2,0,0,2,0,2,0,2,0,0,0,0,0
32,13,2,0,0,2,0,2,2,0,0,2,0,0,2
33,13,0,2,2,2,0,2,2,2,0,0,0,2,0
34,13,2,0,0,0,0,2,0,0,0,0,0,0,2
35,14,2,0,2,0,0,2,2,0,0,2,0,0,0,0
36,14,2,0,0,2,0,0,2,0,0,0,2,0,0,0
37,15,2,0,0,0,0,0,2,0,2,2,0,0,0,2,0
38,13,2,2,2,0,0,0,0,0,0,2,0,0,0
39,15,2,0,0,2,2,0,0,0,2,2,2,0,0,2,0
40,14,2,0,0,0,0,0,0,2,0,0,0,0,0,0
41,13,2,2,2,0,0,2,0,0,0,0,0,2,0
42,11,0,2,2,2,0,2,2,0,0,0,0
43,15,0,0,0,0,2,2,2,2,0,0,2,0,0,2,0
44,12,0,0,2,0,2,2,0,0,2,0,0,0
45,14,2,0,0,2,0,2,2,2,2,0,0,0,0,0
46,13,0,0,0,0,2,0,0,0,0,2,0,0,0
47,14,2,0,0,2,2,2,2,0,0,2,0,0,0,0
48,12,2,2,2,0,0,2,0,0,2,0,0,0
