1,8,0,0,2,0,2,0,2,0
2,8,0,0,0,0,0,0,0,0
3,8,0,0,2,0,2,0,0,0
4,8,0,0,0,0,0,0,0,0
5,8,0,0,2,0,0,0,2,0
6,8,0,0,0,0,0,0,0,2
7,9,0,0,0,0,0,0,0,2,0
8,8,0,0,0,2,0,0,0,0
9,7,0,2,0,0,0,0,0
10,8,0,0,2,0,0,0,0,0
11,8,0,0,0,0,2,0,2,0
12,8,0,0,2,0,0,0,0,0
13,8,0,0,2,0,2,0,2,2
14,8,0,0,2,0,0,0,0,2
15,8,0,0,2,0,0,0,0,0
16,8,0,0,2,0,0,0,0,0
17,8,0,0,2,0,2,0,0,0
18,8,0,0,0,0,0,0,0,0
19,8,0,0,2,0,2,0,2,0
20,8,0,0,2,0,0,0,0,0
21,8,0,0,2,0,0,0,2,2
22,8,0,0,2,0,0,0,0,0
23,8,0,0,0,0,2,0,2,2
24,8,0,0,2,0,0,0,0,0
25,8,0,0,0,0,2,0,0,2
26,8,0,0,2,0,0,0,0,0
27,8,0,0,0,0,2,0,2,0
28,7,0,0,2,0,2,0,0
29,7,2,2,0,2,0,0,2
30,8,0,0,0,0,0,0,0,0
31,0
32,8,0,0,2,0,2,0,2,0
33,8,0,0,2,0,0,0,0,0
34,7,2,2,0,0,0,2,0
35,8,0,0,2,0,0,0,0,0
36,8,0,0,0,0,2,0,0,0
37,7,2,0,0,0,0,0,0
38,8,0,0,2,0,2,0,0,0
39,8,0,0,0,0,0,0,0,0
40,8,0,0,2,0,2,0,0,0
41,8,0,0,2,0,0,0,0,2
42,8,0,0,2,0,2,0,2,2
43,8,0,0,2,0,0,0,0,2
44,8,0,0,0,0,0,0,2,2
45,7,2,0,0,0,0,0,0
46,9,0,0,0,0,0,2,0,2,0
47,8,2,0,2,0,0,0,0,2
48,8,0,0,0,0,2,0,0,0
49,8,0,0,0,0,0,0,0,2
50,9,0,0,0,0,0,2,0,0,2
51,8,0,0,0,0,0,0,0,2
52,7,0,2,0,2,0,0,0
53,8,0,0,0,0,0,0,0,0
54,9,0,0,2,0,0,0,0,2,0
55,8,0,0,2,0,0,0,0,0
56,8,0,0,2,0,2,0,2,0
57,8,0,0,2,0,0,0,0,0
58,8,0,0,2,0,2,0,0,0
59,8,0,0,2,0,0,0,0,2
60,9,0,0,2,0,0,0,0,0,0
61,8,0,0,2,0,0,0,0,0
62,9,0,0,2,0,0,0,0,0,2
63,8,0,0,0,0,0,0,0,2
64,9,0,0,0,0,2,0,0,2,0
65,8,0,0,0,0,0,0,0,2
66,8,0,0,0,0,2,0,0,2
67,8,0,0,2,0,0,0,0,0
68,8,0,0,2,0,2,0,2,0
69,7,2,2,0,0,0,0,0
70,8,0,0,2,0,2,0,0,0
71,7,0,0,0,0,2,0,2
72,8,0,0,0,0,0,0,2,0
73,8,0,0,2,0,0,0,0,0
74,9,0,0,2,0,2,0,2,0,0
75,8,0,0,2,0,0,0,0,0
76,8,0,0,2,0,0,0,2,0
77,8,0,0,2,0,0,0,0,0
78,8,0,0,0,0,2,0,0,0
79,8,0,0,2,0,0,0,0,0
80,7,2,0,0,2,0,2,0
81,8,0,0,0,0,0,0,0,0
82,8,0,0,2,0,2,0,2,0
83,8,0,0,2,0,0,0,0,0
84,9,0,0,2,0,2,0,0,2,0
85,8,0,0,2,0,0,0,0,0
86,8,0,0,2,0,2,0,0,0
87,8,0,0,0,0,0,0,0,0
88,8,0,0,0,0,0,0,2,0
89,8,0,0,0,0,0,0,0,0
90,9,0,0,2,0,2,0,0,2,0
91,7,2,2,0,0,0,0,0
92,8,0,0,0,0,2,0,0,0
93,8,0,0,0,0,0,0,0,0
94,8,0,0,2,0,2,0,2,0
95,8,0,0,2,0,0,0,0,0
96,9,0,0,0,0,0,2,0,0,2
97,8,0,0,2,0,0,0,0,0
98,8,0,0,2,0,0,0,2,2
99,8,0,0,0,0,0,0,0,0
100,8,0,0,0,0,0,0,0,2
101,8,0,0,0,0,0,0,0,2
102,8,0,0,2,0,2,0,2,2
103,8,0,0,0,0,0,0,0,2
104,8,0,0,0,0,2,0,0,2
105,8,0,0,0,0,0,0,0,0
106,8,0,0,2,0,2,0,0,0
107,8,0,0,2,0,0,0,0,0
108,8,0,0,0,0,2,0,0,0
109,8,0,0,2,0,0,0,0,0
110,8,0,0,2,0,2,0,2,0
111,8,0,0,2,0,0,0,0,0
112,8,0,0,2,0,0,0,2,0
113,8,0,0,0,0,0,0,0,0
114,8,0,0,0,0,0,0,2,0
115,8,0,0,2,0,0,0,0,2
116,8,0,0,0,0,0,0,0,2
117,8,0,0,2,0,0,0,0,0
118,8,0,0,0,0,0,0,0,0
119,8,0,0,0,0,0,0,0,0
120,8,0,0,0,0,0,0,2,0
121,7,0,0,2,0,0,0,0
122,8,0,0,0,0,2,0,2,2
123,8,0,0,2,0,0,0,0,0
124,7,0,0,2,0,2,2,2
125,8,0,0,2,0,0,0,0,0
126,9,0,0,0,0,0,0,0,2,2
127,8,0,0,0,0,0,0,0,0
128,7,0,2,0,0,0,2,0
129,8,0,0,2,0,0,0,0,0
130,8,0,0,0,0,2,0,2,0
131,8,0,0,0,0,0,0,0,0
132,8,0,2,0,0,2,0,2,0
133,8,0,0,0,0,0,0,0,0
134,7,2,2,0,2,0,2,0
135,8,0,0,0,0,0,0,0,0
136,8,0,0,2,0,2,0,2,0
137,8,0,0,2,0,0,0,0,0
138,9,0,0,2,0,0,0,0,0,2
139,8,0,0,2,0,0,0,0,0
140,10,0,0,0,0,0,2,0,0,0,2
141,8,0,0,2,0,0,0,0,0
142,8,0,0,0,0,2,0,2,0
143,8,0,0,2,0,0,0,0,0
144,8,0,0,2,0,2,0,2,2
145,8,0,0,2,0,0,0,2,0
146,8,0,0,2,0,2,0,0,0
147,7,0,0,2,0,2,0,0
148,8,0,0,0,0,0,0,2,0
149,8,0,0,2,0,0,0,0,0
150,8,0,0,2,0,0,0,2,0
151,8,0,0,2,0,0,0,0,2
152,9,0,0,2,0,0,0,0,2,2
153,7,0,0,0,0,0,0,0
154,8,2,2,0,0,0,0,2,0
155,8,0,0,2,0,0,0,0,0
156,9,0,0,2,0,0,0,0,2,0
157,8,0,0,2,0,0,0,0,0
158,8,0,0,0,0,0,0,2,0
159,8,0,0,2,0,0,0,0,0
160,8,0,0,0,0,0,0,2,2
161,8,0,0,2,0,0,0,0,0
162,8,0,0,2,0,2,0,2,0
163,8,0,0,2,0,0,0,0,0
164,7,2,2,0,0,0,2,0
165,8,0,0,0,0,0,0,0,2
166,8,0,0,2,0,2,0,0,0
167,7,2,0,0,0,0,0,0
168,8,0,0,2,0,2,0,0,0
169,8,0,0,2,0,0,0,0,0
170,8,0,0,2,0,0,0,2,2
171,8,0,0,2,0,0,0,0,0
172,7,0,2,0,0,2,2,0
173,6,2,0,0,0,0,0
174,8,0,0,0,0,2,0,2,0
175,8,0,0,0,0,0,0,0,0
176,8,0,0,2,0,0,0,2,0
177,8,0,0,2,0,0,0,0,0
178,8,0,0,2,0,2,0,0,2
179,8,0,0,2,0,0,0,0,0
180,8,0,0,2,0,2,0,0,2
181,8,0,0,2,0,0,0,0,0
182,9,0,0,2,0,0,0,0,0,0
183,8,0,0,0,0,0,2,0,0
184,8,0,0,0,0,0,0,2,0
185,8,0,0,2,0,0,0,0,0
186,8,0,0,0,0,2,0,0,0
187,8,0,0,0,0,0,0,0,0
