1,12,0,2,0,2,2,2,0,0,0,2,0,2
2,12,2,2,0,0,2,2,0,2,0,2,0,2
3,12,2,0,0,2,2,2,0,2,0,2,2,2
4,12,0,2,0,0,2,2,0,2,0,2,2,2
5,12,2,2,0,0,0,0,0,0,0,2,0,2
6,12,0,0,0,2,0,2,0,0,0,2,0,0
7,12,2,0,0,2,0,2,0,2,0,0,2,0
8,12,0,2,0,2,0,2,0,0,0,2,2,0
9,12,2,2,0,0,0,2,0,0,0,2,0,0
10,12,2,2,0,0,2,2,0,2,0,2,0,0
11,12,0,0,0,0,0,2,0,2,0,0,0,0
12,12,0,2,0,0,2,2,0,2,0,2,0,0
13,12,2,0,0,0,2,0,0,2,0,2,2,0
14,12,2,0,0,2,0,2,0,2,0,2,0,0
15,12,2,0,0,0,0,0,0,0,0,2,0,0
16,12,0,0,0,2,2,2,0,2,0,0,0,0
17,12,0,0,0,2,2,0,0,2,0,2,0,0
18,12,2,0,0,2,2,0,0,0,0,2,2,0
19,12,2,0,0,2,0,2,0,0,0,2,2,0
20,12,2,0,0,2,0,2,0,0,0,2,2,0
21,12,0,2,0,2,0,2,0,2,0,2,0,0
