1,15,2,0,0,0,0,2,2,2,0,0,2,0,0,2,0
2,13,0,0,2,0,0,0,2,0,0,2,0,0,0
3,16,0,2,0,0,0,2,0,0,2,0,0,0,0,0,2,0
4,13,2,0,0,0,0,2,2,0,0,2,0,0,0
