1,15,0,2,2,0,2,0,0,0,0,0,2,0,0,2,0
2,14,2,0,0,2,0,0,0,2,0,0,2,0,0,0
3,16,2,2,2,0,0,2,0,0,2,0,0,2,0,0,0,0
4,13,2,0,2,0,0,0,2,0,0,0,0,0,0
