1,11,0,0,2,0,0,2,0,2,0,2,0
2,11,2,0,2,0,0,0,0,2,0,2,0
3,11,0,2,2,0,0,2,0,2,0,0,0
4,11,2,2,2,0,0,2,0,2,0,2,2
5,11,2,2,0,0,0,2,0,0,0,2,0
6,11,2,2,2,0,0,2,0,0,0,2,0
7,11,2,0,2,0,0,2,0,0,0,2,0
8,11,2,0,2,0,0,2,0,2,0,0,0
9,11,0,2,2,0,0,2,0,2,0,0,0
10,11,2,2,2,0,0,2,0,2,0,0,0
11,11,2,0,0,0,0,2,0,0,0,0,0
12,11,2,0,2,0,0,2,0,0,0,2,0
13,11,2,0,2,0,0,0,0,2,0,0,0
14,11,0,2,0,0,0,0,0,0,0,0,0
15,11,0,0,2,0,0,2,0,2,0,0,0
16,11,0,0,0,0,0,2,0,2,0,0,0
17,11,0,2,2,0,0,0,0,0,0,0,0
18,11,2,2,2,0,0,2,0,2,0,0,0
19,11,2,0,2,0,0,0,0,2,0,2,2
20,11,2,0,0,0,0,2,0,0,0,2,0
21,11,2,2,0,0,0,2,0,0,0,2,0
22,11,2,0,0,0,0,2,0,2,0,2,0
23,11,0,2,2,0,0,2,0,0,0,2,0
24,11,2,0,2,0,0,2,0,0,0,0,0
25,11,0,2,2,0,0,2,0,0,0,2,0
26,11,2,2,2,0,0,2,0,2,0,0,0
27,11,2,2,0,0,0,2,0,2,0,0,0
