1,15,0,0,2,2,0,0,0,2,0,0,2,0,0,2,0
2,13,2,0,0,0,2,0,0,0,0,2,0,0,0
3,15,2,2,2,0,0,2,0,0,2,2,0,0,0,2,0
4,13,2,0,0,2,0,0,2,0,0,2,0,0,0
5,14,0,0,0,2,2,2,2,0,2,0,0,0,0,0
6,12,2,0,2,2,2,2,0,0,2,0,0,0
