1,12,2,0,0,2,0,0,0,2,0,0,2,0
2,12,0,2,0,2,0,2,0,2,0,2,0,0
3,12,0,2,0,2,0,0,0,2,0,2,2,0
4,12,0,2,0,2,0,0,0,2,0,2,0,0
5,12,2,2,0,2,0,2,0,2,0,2,2,0
6,12,0,0,0,2,2,0,0,2,0,2,0,0
7,12,0,2,0,0,0,0,0,0,0,2,0,2
8,12,0,2,0,2,2,0,0,2,0,2,0,0
9,12,2,2,0,2,2,2,0,2,0,2,0,0
10,12,2,0,0,0,2,0,0,2,0,2,2,0
11,12,2,2,0,0,2,2,0,2,0,2,0,0
12,12,2,2,0,0,0,2,0,0,0,2,2,0
13,12,2,0,0,0,2,0,0,2,0,0,0,0
14,12,0,2,0,0,2,2,0,0,0,2,0,0
15,11,0,2,2,0,2,0,2,0,0,2,0
16,11,2,2,0,0,0,2,2,0,2,0,0
17,12,2,2,0,2,0,2,0,2,0,0,0,0
18,12,0,0,0,2,2,2,0,2,0,2,2,0
19,13,2,0,0,0,0,0,0,0,0,0,2,0,0
20,13,2,2,0,2,0,0,2,0,0,0,2,2,0
21,12,2,2,0,0,2,2,0,2,0,2,2,2
