1,10,0,0,2,0,2,0,2,0,2,2
2,11,0,2,0,0,0,2,0,2,0,0,2
3,10,2,2,0,2,0,0,2,0,0,0
4,10,2,2,0,0,2,0,2,0,2,0
5,10,2,2,0,2,0,0,2,0,0,0
6,11,2,2,0,0,0,2,0,0,0,0,0
7,10,0,2,0,2,0,0,0,0,2,0
8,11,2,2,0,0,0,0,0,2,0,0,0
9,10,2,2,2,0,2,2,0,0,0,0
10,12,0,0,0,2,0,0,2,0,2,0,2,2
11,10,0,2,2,2,2,0,2,0,0,2
12,11,0,0,2,0,0,2,0,2,0,2,0
13,11,2,0,2,2,0,2,0,0,0,0,2
14,11,2,0,2,0,0,2,0,0,0,2,0
15,10,2,0,2,2,0,0,0,0,0,0
16,11,2,0,0,0,0,2,0,0,0,0,0
17,10,2,2,2,2,2,0,0,0,0,0
18,11,2,0,2,0,0,2,0,2,0,2,2
19,10,0,2,2,2,0,0,0,0,0,0
20,11,2,2,0,0,0,0,0,0,0,2,0
21,10,2,0,0,2,2,0,2,0,2,0
22,11,2,0,2,0,0,2,0,2,0,0,0
23,10,2,2,0,2,2,0,2,0,0,0
